Season Week,Team,Conference,Conference Indicator,Division,Division Indicator,Date,W
23,SAC,Western,1,Pacific,4,2022-03-26,27
23,SAC,Western,1,Pacific,4,2022-03-23,26
23,POR,Western,1,Northwest,3,2022-03-26,27
23,POR,Western,1,Northwest,3,2022-03-25,27
23,POR,Western,1,Northwest,3,2022-03-23,27
23,POR,Western,1,Northwest,3,2022-03-21,27
23,PHX,Western,1,Pacific,4,2022-03-27,61
23,PHX,Western,1,Pacific,4,2022-03-24,60
23,PHX,Western,1,Pacific,4,2022-03-23,59
23,PHI,Eastern,0,Atlantic,0,2022-03-27,46
23,PHI,Eastern,0,Atlantic,0,2022-03-25,46
23,PHI,Eastern,0,Atlantic,0,2022-03-21,44
23,MIA,Eastern,0,Southeast,2,2022-03-21,47
23,HOU,Western,1,Southwest,5,2022-03-23,18
23,MEM,Western,1,Southwest,5,2022-03-24,51
23,DAL,Western,1,Southwest,5,2022-03-21,44
23,CLE,Eastern,0,Central,1,2022-03-26,41
23,CLE,Eastern,0,Central,1,2022-03-24,41
23,CLE,Eastern,0,Central,1,2022-03-21,41
23,CHI,Eastern,0,Central,1,2022-03-26,43
23,CHI,Eastern,0,Central,1,2022-03-24,42
23,CHI,Eastern,0,Central,1,2022-03-22,42
23,CHI,Eastern,0,Central,1,2022-03-21,42
23,CHA,Eastern,0,Southeast,2,2022-03-27,39
23,CHA,Eastern,0,Southeast,2,2022-03-25,38
23,DAL,Western,1,Southwest,5,2022-03-23,45
23,CHA,Eastern,0,Southeast,2,2022-03-23,37
23,BOS,Eastern,0,Atlantic,0,2022-03-23,46
23,BOS,Eastern,0,Atlantic,0,2022-03-21,45
23,BKN,Eastern,0,Atlantic,0,2022-03-27,39
23,BKN,Eastern,0,Atlantic,0,2022-03-26,39
23,BKN,Eastern,0,Atlantic,0,2022-03-23,38
23,BKN,Eastern,0,Atlantic,0,2022-03-21,38
23,ATL,Eastern,0,Southeast,2,2022-03-25,37
23,ATL,Eastern,0,Southeast,2,2022-03-23,36
23,ATL,Eastern,0,Southeast,2,2022-03-22,36
23,MEM,Western,1,Southwest,5,2022-03-26,52
23,BOS,Eastern,0,Atlantic,0,2022-03-27,47
23,DAL,Western,1,Southwest,5,2022-03-25,45
23,CHA,Eastern,0,Southeast,2,2022-03-21,37
23,DEN,Western,1,Northwest,3,2022-03-22,43
23,DAL,Western,1,Southwest,5,2022-03-27,46
23,MEM,Western,1,Southwest,5,2022-03-23,50
23,LAL,Western,1,Pacific,4,2022-03-27,31
23,LAL,Western,1,Pacific,4,2022-03-23,31
23,LAL,Western,1,Pacific,4,2022-03-21,31
23,LAC,Western,1,Pacific,4,2022-03-25,36
23,LAC,Western,1,Pacific,4,2022-03-22,36
23,IND,Eastern,0,Central,1,2022-03-24,25
23,IND,Eastern,0,Central,1,2022-03-23,25
23,HOU,Western,1,Southwest,5,2022-03-26,20
23,HOU,Western,1,Southwest,5,2022-03-25,19
23,IND,Eastern,0,Central,1,2022-03-26,25
23,HOU,Western,1,Southwest,5,2022-03-21,18
23,DEN,Western,1,Northwest,3,2022-03-24,43
23,DET,Eastern,0,Central,1,2022-03-21,19
23,DET,Eastern,0,Central,1,2022-03-23,20
23,DET,Eastern,0,Central,1,2022-03-25,20
23,DET,Eastern,0,Central,1,2022-03-27,20
23,DEN,Western,1,Northwest,3,2022-03-26,44
23,GSW,Western,1,Pacific,4,2022-03-23,48
23,GSW,Western,1,Pacific,4,2022-03-25,48
23,GSW,Western,1,Pacific,4,2022-03-27,48
23,GSW,Western,1,Pacific,4,2022-03-22,47
24,NYK,Eastern,0,Atlantic,0,2022-03-30,34
24,ORL,Eastern,0,Southeast,2,2022-04-01,20
24,ORL,Eastern,0,Southeast,2,2022-04-03,20
24,ORL,Eastern,0,Southeast,2,2022-03-30,20
24,ORL,Eastern,0,Southeast,2,2022-03-28,20
24,OKC,Western,1,Northwest,3,2022-04-03,23
24,OKC,Western,1,Northwest,3,2022-04-01,22
24,OKC,Western,1,Northwest,3,2022-03-30,22
24,OKC,Western,1,Northwest,3,2022-03-28,22
24,NYK,Eastern,0,Atlantic,0,2022-04-03,35
24,NYK,Eastern,0,Atlantic,0,2022-04-02,34
24,NYK,Eastern,0,Atlantic,0,2022-03-28,34
24,MIA,Eastern,0,Southeast,2,2022-04-03,51
24,NOP,Western,1,Southwest,5,2022-04-01,34
24,NOP,Western,1,Southwest,5,2022-03-30,33
24,MIN,Western,1,Northwest,3,2022-04-03,45
24,MIN,Western,1,Northwest,3,2022-04-01,44
24,MIN,Western,1,Northwest,3,2022-03-30,43
24,MIL,Eastern,0,Central,1,2022-04-03,48
24,MIL,Eastern,0,Central,1,2022-04-01,48
24,MIL,Eastern,0,Central,1,2022-03-31,48
24,MIL,Eastern,0,Central,1,2022-03-29,47
24,MIA,Eastern,0,Southeast,2,2022-04-02,50
24,MIA,Eastern,0,Southeast,2,2022-03-30,49
24,PHI,Eastern,0,Atlantic,0,2022-03-29,46
24,NOP,Western,1,Southwest,5,2022-04-03,34
24,PHI,Eastern,0,Atlantic,0,2022-03-31,46
24,WAS,Eastern,0,Southeast,2,2022-03-29,32
24,PHI,Eastern,0,Atlantic,0,2022-04-03,48
24,WAS,Eastern,0,Southeast,2,2022-04-03,34
24,WAS,Eastern,0,Southeast,2,2022-04-01,34
24,WAS,Eastern,0,Southeast,2,2022-03-30,33
24,MIA,Eastern,0,Southeast,2,2022-03-28,48
24,UTA,Western,1,Northwest,3,2022-04-02,46
24,UTA,Western,1,Northwest,3,2022-03-31,46
24,UTA,Western,1,Northwest,3,2022-03-29,45
24,TOR,Eastern,0,Atlantic,0,2022-04-03,45
24,TOR,Eastern,0,Atlantic,0,2022-04-01,45
24,TOR,Eastern,0,Atlantic,0,2022-03-30,44
24,TOR,Eastern,0,Atlantic,0,2022-03-28,43
24,SAS,Western,1,Southwest,5,2022-04-03,33
24,SAS,Western,1,Southwest,5,2022-04-01,32
24,SAS,Western,1,Southwest,5,2022-03-30,31
24,SAS,Western,1,Southwest,5,2022-03-28,31
24,SAC,Western,1,Pacific,4,2022-04-03,29
24,SAC,Western,1,Pacific,4,2022-04-01,29
24,SAC,Western,1,Pacific,4,2022-03-30,28
24,SAC,Western,1,Pacific,4,2022-03-28,27
24,POR,Western,1,Northwest,3,2022-04-03,27
24,POR,Western,1,Northwest,3,2022-04-01,27
24,POR,Western,1,Northwest,3,2022-03-30,27
24,POR,Western,1,Northwest,3,2022-03-28,27
24,PHX,Western,1,Pacific,4,2022-04-01,62
24,PHX,Western,1,Pacific,4,2022-03-30,62
24,PHI,Eastern,0,Atlantic,0,2022-04-02,47
24,MEM,Western,1,Southwest,5,2022-04-01,55
24,PHX,Western,1,Pacific,4,2022-04-03,62
24,MEM,Western,1,Southwest,5,2022-03-28,53
24,DAL,Western,1,Southwest,5,2022-03-30,48
24,DAL,Western,1,Southwest,5,2022-03-29,47
24,CLE,Eastern,0,Central,1,2022-04-03,43
24,CLE,Eastern,0,Central,1,2022-04-02,43
24,CLE,Eastern,0,Central,1,2022-03-31,42
24,CLE,Eastern,0,Central,1,2022-03-30,42
24,CLE,Eastern,0,Central,1,2022-03-28,42
24,CHI,Eastern,0,Central,1,2022-04-02,45
24,CHI,Eastern,0,Central,1,2022-03-31,45
24,CHI,Eastern,0,Central,1,2022-03-29,44
24,CHA,Eastern,0,Southeast,2,2022-04-02,40
24,CHA,Eastern,0,Southeast,2,2022-03-30,40
24,CHA,Eastern,0,Southeast,2,2022-03-28,39
24,BOS,Eastern,0,Atlantic,0,2022-04-03,49
24,BOS,Eastern,0,Atlantic,0,2022-04-01,48
24,BOS,Eastern,0,Atlantic,0,2022-03-30,47
24,BOS,Eastern,0,Atlantic,0,2022-03-28,47
24,BKN,Eastern,0,Atlantic,0,2022-04-02,40
24,BKN,Eastern,0,Atlantic,0,2022-03-31,40
24,BKN,Eastern,0,Atlantic,0,2022-03-29,40
24,ATL,Eastern,0,Southeast,2,2022-04-02,41
24,ATL,Eastern,0,Southeast,2,2022-03-31,40
24,ATL,Eastern,0,Southeast,2,2022-03-30,39
24,ATL,Eastern,0,Southeast,2,2022-03-28,38
24,MEM,Western,1,Southwest,5,2022-03-30,54
24,DAL,Western,1,Southwest,5,2022-04-01,48
24,DAL,Western,1,Southwest,5,2022-04-03,49
24,CHI,Eastern,0,Central,1,2022-03-28,43
24,DEN,Western,1,Northwest,3,2022-03-30,46
24,DEN,Western,1,Northwest,3,2022-03-28,45
24,LAL,Western,1,Pacific,4,2022-04-01,31
24,LAL,Western,1,Pacific,4,2022-03-31,31
24,LAL,Western,1,Pacific,4,2022-03-29,31
24,LAC,Western,1,Pacific,4,2022-04-03,39
24,LAC,Western,1,Pacific,4,2022-04-01,38
24,LAC,Western,1,Pacific,4,2022-03-31,37
24,LAC,Western,1,Pacific,4,2022-03-29,37
24,IND,Eastern,0,Central,1,2022-04-01,25
24,IND,Eastern,0,Central,1,2022-03-30,25
24,IND,Eastern,0,Central,1,2022-03-28,25
24,HOU,Western,1,Southwest,5,2022-04-03,20
24,HOU,Western,1,Southwest,5,2022-04-01,20
24,IND,Eastern,0,Central,1,2022-04-03,25
24,LAL,Western,1,Pacific,4,2022-04-03,31
24,HOU,Western,1,Southwest,5,2022-03-30,20
24,DEN,Western,1,Northwest,3,2022-04-03,47
24,DET,Eastern,0,Central,1,2022-03-29,20
24,DET,Eastern,0,Central,1,2022-03-31,21
24,DET,Eastern,0,Central,1,2022-04-01,22
24,DET,Eastern,0,Central,1,2022-04-03,23
24,DEN,Western,1,Northwest,3,2022-04-01,46
24,GSW,Western,1,Pacific,4,2022-03-30,48
24,GSW,Western,1,Pacific,4,2022-04-02,49
24,GSW,Western,1,Pacific,4,2022-04-03,50
24,HOU,Western,1,Southwest,5,2022-03-28,20
24,GSW,Western,1,Pacific,4,2022-03-28,48
25,NOP,Western,1,Southwest,5,2022-04-15,38
25,NYK,Eastern,0,Atlantic,0,2022-04-06,35
25,NYK,Eastern,0,Atlantic,0,2022-04-08,36
25,NYK,Eastern,0,Atlantic,0,2022-04-10,37
25,OKC,Western,1,Northwest,3,2022-04-05,24
25,OKC,Western,1,Northwest,3,2022-04-08,24
25,OKC,Western,1,Northwest,3,2022-04-10,24
25,ORL,Eastern,0,Southeast,2,2022-04-05,21
25,ORL,Eastern,0,Southeast,2,2022-04-07,21
25,NOP,Western,1,Southwest,5,2022-04-13,37
25,OKC,Western,1,Northwest,3,2022-04-06,24
25,NOP,Western,1,Southwest,5,2022-04-10,36
25,MIA,Eastern,0,Southeast,2,2022-04-08,53
25,NOP,Western,1,Southwest,5,2022-04-07,36
25,NOP,Western,1,Southwest,5,2022-04-05,35
25,MIN,Western,1,Northwest,3,2022-04-12,47
25,MIN,Western,1,Northwest,3,2022-04-10,46
25,MIN,Western,1,Northwest,3,2022-04-07,46
25,MIN,Western,1,Northwest,3,2022-04-05,45
25,MIL,Eastern,0,Central,1,2022-04-10,51
25,MIL,Eastern,0,Central,1,2022-04-08,51
25,MIL,Eastern,0,Central,1,2022-04-07,50
25,MIL,Eastern,0,Central,1,2022-04-05,49
25,MIA,Eastern,0,Southeast,2,2022-04-10,53
25,ORL,Eastern,0,Southeast,2,2022-04-10,22
25,NOP,Western,1,Southwest,5,2022-04-09,36
25,PHI,Eastern,0,Atlantic,0,2022-04-05,49
25,WAS,Eastern,0,Southeast,2,2022-04-05,35
25,PHI,Eastern,0,Atlantic,0,2022-04-09,50
25,WAS,Eastern,0,Southeast,2,2022-04-06,35
25,MIA,Eastern,0,Southeast,2,2022-04-05,52
25,UTA,Western,1,Northwest,3,2022-04-10,49
25,UTA,Western,1,Northwest,3,2022-04-08,48
25,UTA,Western,1,Northwest,3,2022-04-06,48
25,UTA,Western,1,Northwest,3,2022-04-05,47
25,TOR,Eastern,0,Atlantic,0,2022-04-10,48
25,TOR,Eastern,0,Atlantic,0,2022-04-08,48
25,TOR,Eastern,0,Atlantic,0,2022-04-07,47
25,TOR,Eastern,0,Atlantic,0,2022-04-05,46
25,SAS,Western,1,Southwest,5,2022-04-13,34
25,SAS,Western,1,Southwest,5,2022-04-10,34
25,SAS,Western,1,Southwest,5,2022-04-09,34
25,SAS,Western,1,Southwest,5,2022-04-07,34
25,SAS,Western,1,Southwest,5,2022-04-05,34
25,SAC,Western,1,Pacific,4,2022-04-10,30
25,SAC,Western,1,Pacific,4,2022-04-09,29
25,SAC,Western,1,Pacific,4,2022-04-05,29
25,POR,Western,1,Northwest,3,2022-04-10,27
25,POR,Western,1,Northwest,3,2022-04-08,27
25,POR,Western,1,Northwest,3,2022-04-07,27
25,POR,Western,1,Northwest,3,2022-04-05,27
25,PHX,Western,1,Pacific,4,2022-04-10,64
25,PHX,Western,1,Pacific,4,2022-04-08,64
25,PHX,Western,1,Pacific,4,2022-04-06,63
25,PHX,Western,1,Pacific,4,2022-04-05,63
25,PHI,Eastern,0,Atlantic,0,2022-04-10,51
25,PHI,Eastern,0,Atlantic,0,2022-04-07,49
25,MEM,Western,1,Southwest,5,2022-04-10,56
25,DAL,Western,1,Southwest,5,2022-04-10,52
25,MEM,Western,1,Southwest,5,2022-04-07,55
25,CLE,Eastern,0,Central,1,2022-04-08,43
25,CLE,Eastern,0,Central,1,2022-04-05,43
25,CHI,Eastern,0,Central,1,2022-04-10,46
25,CHI,Eastern,0,Central,1,2022-04-08,45
25,CHI,Eastern,0,Central,1,2022-04-06,45
25,CHI,Eastern,0,Central,1,2022-04-05,45
25,CHA,Eastern,0,Southeast,2,2022-04-13,43
25,CHA,Eastern,0,Southeast,2,2022-04-10,43
25,CHA,Eastern,0,Southeast,2,2022-04-08,42
25,CHA,Eastern,0,Southeast,2,2022-04-07,41
25,CHA,Eastern,0,Southeast,2,2022-04-05,40
25,BOS,Eastern,0,Atlantic,0,2022-04-10,51
25,CLE,Eastern,0,Central,1,2022-04-10,44
25,BOS,Eastern,0,Atlantic,0,2022-04-07,50
25,BKN,Eastern,0,Atlantic,0,2022-04-12,45
25,BKN,Eastern,0,Atlantic,0,2022-04-10,44
25,BKN,Eastern,0,Atlantic,0,2022-04-08,43
25,BKN,Eastern,0,Atlantic,0,2022-04-06,42
25,BKN,Eastern,0,Atlantic,0,2022-04-05,41
25,ATL,Eastern,0,Southeast,2,2022-04-15,45
25,ATL,Eastern,0,Southeast,2,2022-04-13,44
25,ATL,Eastern,0,Southeast,2,2022-04-10,43
25,ATL,Eastern,0,Southeast,2,2022-04-08,42
25,ATL,Eastern,0,Southeast,2,2022-04-06,42
25,ATL,Eastern,0,Southeast,2,2022-04-05,41
25,WAS,Eastern,0,Southeast,2,2022-04-08,35
25,BOS,Eastern,0,Atlantic,0,2022-04-06,50
25,MEM,Western,1,Southwest,5,2022-04-09,56
25,CLE,Eastern,0,Central,1,2022-04-12,44
25,DAL,Western,1,Southwest,5,2022-04-06,50
25,MEM,Western,1,Southwest,5,2022-04-05,55
25,LAL,Western,1,Pacific,4,2022-04-10,33
25,LAL,Western,1,Pacific,4,2022-04-08,32
25,LAL,Western,1,Pacific,4,2022-04-07,31
25,LAL,Western,1,Pacific,4,2022-04-05,31
25,LAC,Western,1,Pacific,4,2022-04-15,42
25,LAC,Western,1,Pacific,4,2022-04-12,42
25,LAC,Western,1,Pacific,4,2022-04-10,42
25,LAC,Western,1,Pacific,4,2022-04-09,41
25,LAC,Western,1,Pacific,4,2022-04-06,40
25,IND,Eastern,0,Central,1,2022-04-10,25
25,IND,Eastern,0,Central,1,2022-04-09,25
25,CLE,Eastern,0,Central,1,2022-04-15,44
25,IND,Eastern,0,Central,1,2022-04-05,25
25,HOU,Western,1,Southwest,5,2022-04-08,20
25,HOU,Western,1,Southwest,5,2022-04-05,20
25,GSW,Western,1,Pacific,4,2022-04-10,53
25,GSW,Western,1,Pacific,4,2022-04-09,52
25,GSW,Western,1,Pacific,4,2022-04-07,51
25,DET,Eastern,0,Central,1,2022-04-10,23
25,DET,Eastern,0,Central,1,2022-04-08,23
25,DET,Eastern,0,Central,1,2022-04-06,23
25,DEN,Western,1,Northwest,3,2022-04-10,48
25,DEN,Western,1,Northwest,3,2022-04-07,48
25,DEN,Western,1,Northwest,3,2022-04-05,47
25,DAL,Western,1,Southwest,5,2022-04-08,51
25,HOU,Western,1,Southwest,5,2022-04-10,20
25,WAS,Eastern,0,Southeast,2,2022-04-10,35
